filename,parent,extent,collectionCallNumber,boxFolder,accessionNumber,masterFilename,dateDigitized,dateCreated,series,title,description,description,contributor,contributor,contributor,subjectTopic,subjectName,subjectPlace,physicalFormat,resourceType,description,donorProvenance,relatedResource,rightsStatement,accessRights,rightsStatus,publisher,publisherHomepage,
ms0414_rec_2388.wav,row: 45,,,,ms0414_rec_2388,ms0414_rec_2388.wav,,,,"Part 1: Sinfonia in B-flat Major, Op. 18 No. 2",,,,http://id.loc.gov/authorities/names/n80008104,,,,,,,,,,,,,,,
ms0414_rec_2389.wav,row: 45,,,,ms0414_rec_2389,ms0414_rec_2389.wav,,,,Part 2: Music for the Theatre (1925),,,,http://id.loc.gov/authorities/names/n79089419,,,,,,,,,,,,,,,
ms0414_rec_2390.wav,row: 45,,,,ms0414_rec_2390,ms0414_rec_2390.wav,,,,"Part 3: Symphony No. 40 in G Minor, K 550 (1788)",,,,http://id.loc.gov/authorities/names/n80022788,,,,,,,,,,,,,,,
ms0414_rec_2384.wav,row: 45,,,,ms0414_rec_2384,ms0414_rec_2384.wav,,,,"Part 4: El Amor Brujo (”Love, the magician”) (1914-15)",,,,http://id.loc.gov/authorities/names/n79079443,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 414,,,,2019,1970-08-22,1970,1970 Cabrillo Music Festival: Concert 2,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2382_1.wav,row: 50,,,328,ms0414_rec_2382,ms0414_rec_2382_1.wav,,,,"Part 1: Overture to Egmont, Op. 84 (1809-10)",,,,http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
ms0414_rec_2382_2.wav,row: 50,,,328,ms0414_rec_2382,ms0414_rec_2382_2.wav,,,,"Part 2: Violin Concerto in D Major, Op. 61 (1806): Part 1",,,,http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
ms0414_rec_2386.wav,row: 50,,,328,ms0414_rec_2386,ms0414_rec_2386.wav,,,,"Part 3: Violin Concerto in D Major, Op. 61 (1806): Part 2",,,,http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
ms0414_rec_2383.wav,row: 50,,,328,ms0414_rec_2383,ms0414_rec_2383.wav,,,,"Part 4: Don Lindo de Almería Ballet Suite, Op. 7b (1935)",,,,http://id.loc.gov/authorities/names/n83127028,,,,,,,,,,,,,,,
ms0414_rec_2379.wav,row: 50,,,327,ms0414_rec_2379,ms0414_rec_2379.wav,,,,"Part 5: Symphony No.1 in D Major, “Classical Symphony” (1916-17)",,,,,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 414,,,,2019,1970-08-23,1970,1970 Cabrillo Music Festival: Concert 3,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2381.wav,row: 56,,,327,ms0414_rec_2381,ms0414_rec_2381.wav,,,,"Part 1: Concerto for Two Violins & Cello in D Minor, Op.3, No. 11, RV 565",,,,,,,,,,,,,,,,,,,
ms0414_rec_2407.wav,row: 56,,,321,ms0414_rec_2407,ms0414_rec_2407.wav,,,,"Part 2: Piano Concerto No. 22 in E Flat, K.482 (1785)",,,,,,,,,,,,,,,,,,,
ms0414_rec_2399.wav,row: 56,,,329,ms0414_rec_2399,ms0414_rec_2399.wav,,,,"Part 3: La Création du Monde, Op. 81 (1923)",,,,,,,,,,,,,,,,,,,
ms0414_rec_2376.wav,row: 56,,,327,ms0414_rec_2376,ms0414_rec_2376.wav,,,,Part 4: Discovery (1969),,,,,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 414,327,,,2019,1970-08-28,1970,1970 Cabrillo Music Festival: Concert 4,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2378.wav,row: 61,,,,ms0414_rec_2378,ms0414_rec_2378.wav,,,,Part 1: Mathis der Maler Symphony (1933-34),,,,http://id.loc.gov/authorities/names/n79077225,,,,,,,,,,,,,,,
ms0414_rec_2380.wav,row: 61,,,,ms0414_rec_2380,ms0414_rec_2380.wav,,,,Part 2: Inscape (1967),,,,,,,,,,,,,,,,,,,
ms0414_rec_2377.wav,row: 61,,,,ms0414_rec_2377,ms0414_rec_2377.wav,,,,"Part 3: Symphony No. 2 in D Major, Op. 73 (1877)",,,,,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 414,,,,2019,1970-08-29,1970,1970 Cabrillo Music Festival: Concert 5,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2398.wav,row: 65,,,329,ms0414_rec_2398,ms0414_rec_2398.wav,,,,"Part 1: Trio for Piano, Clarinet, and Cello, in B Flat, Op. 11 (1797)",,,,,,,,,,,,,,,,,,,
ms0414_rec_2392.wav,row: 65,,,328,ms0414_rec_2392,ms0414_rec_2392.wav,,,,Part 2: Invención (1959),,,,,,,,,,,,,,,,,,,
ms0414_rec_2385.wav,row: 65,,,328,ms0414_rec_2385,ms0414_rec_2385.wav,,,,"Part 3: Sonata for Flute, Viola, and Harp (1915)",,,,,,,,,,,,,,,,,,,
ms0414_rec_2394.wav,row: 65,,,329,ms0414_rec_2394,ms0414_rec_2394.wav,,,,Part 4: Concerto for Harpsichord (1923-26),,,,,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 414,,,,2019,1970-08-29,1970,1970 Cabrillo Music Festival: Concert 6,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2397.wav,row: 70,,,329,ms0414_rec_2397,ms0414_rec_2397.wav,,,,Part 1: Mass (1939),,,,,,,,,,,,,,,,,,,
ms0414_rec_2387_1.wav,row: 70,,,328,ms0414_rec_2387,ms0414_rec_2387_1.wav,,,,Part 2: Simple Gifts [text by Joseph Brackett] (1950),,,,http://id.loc.gov/authorities/names/n79089419,,,,,,,,,,,,,,,
ms0414_rec_2387_2.wav,row: 70,,,328,ms0414_rec_2387,ms0414_rec_2387_2.wav,,,,Part 3: Three Nocturnes: Sonnet to Sleep (John Keats)\; To the Moon (P.B. Shelley)\; So we'll go no more a-roving (Byron) (1942) ,,,,http://id.loc.gov/authorities/names/n79108394,,,,,,,,,,,,,,,
ms0414_rec_2387_3.wav,row: 70,,,328,ms0414_rec_2387,ms0414_rec_2387_3.wav,,,,Part 4: A Woman is a Worthy Thing (1942) ,,,,http://id.loc.gov/authorities/names/n79108394,,,,,,,,,,,,,,,
ms0414_rec_2387_4.wav,row: 70,,,328,ms0414_rec_2387,ms0414_rec_2387_4.wav,,,,Part 5: Four Slovak Folksongs: Wedding Song\; Song of the Hay Harvesters\; Dancing Song (from Mezibrod)\; Dancing Song (from Poniky) (1910-1917),,,,http://id.loc.gov/authorities/names/n79109330,,,,,,,,,,,,,,,
ms0414_rec_2393.wav,row: 70,,,329,ms0414_rec_2393,ms0414_rec_2393.wav,,,,Part 6: Symphonie de Psaumes (”Symphony of Psalms”) (1930),,,,,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 414,,,,2019,1970-08-30,1970,1970 Cabrillo Music Festival: Concert 7,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2395_1.wav,row: 77,,,329,ms0414_rec_2395,ms0414_rec_2395_1.wav,,,,Part 1: Chaconne in E Major,,,,,,,,,,,,,,,,,,,
ms0414_rec_2395_2.wav,row: 77,,,329,ms0414_rec_2395,ms0414_rec_2395_2.wav,,,,"Part 2: Symphony No. 8 in F Major, Op. 93 (1812)",,,,,,,,,,,,,,,,,,,
ms0414_rec_2396_1.wav,row: 77,,,329,ms0414_rec_2396,ms0414_rec_2396_1.wav,,,,"Part 3: Sechs Stücke (”Six Pieces”), Op. 6 (1909)",,,,http://id.loc.gov/authorities/names/n79075510,,,,,,,,,,,,,,,
ms0414_rec_2396_2.wav,row: 77,,,329,ms0414_rec_2396,ms0414_rec_2396_2.wav,,,,Part 4: Prélude à l’après-midi d’un faune (”Prelude to The Afternoon of a Faun”) (1891-94),,,,http://id.loc.gov/authorities/names/n79132137,,,,,,,,,,,,,,,
ms0414_rec_2391.wav,row: 77,,,328,ms0414_rec_2391,ms0414_rec_2391.wav,,,,Part 5: Sinfonía India (Symphony No. 2) (1935–36),,,,,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 414,,,,2019,1971-08-13,1971,1971 Cabrillo Music Festival: Concert 1,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2413.wav,row: 83,,,322,ms0414_rec_2413,ms0414_rec_2413.wav,,,,Part 1: Symphonie d'Archets Pour Orchestre A Cordes (1943),,,,,,,,,,,,,,,,,,,
ms0414_rec_2401.wav,row: 83,,,329,ms0414_rec_2401,ms0414_rec_2401.wav,,,,"Part 2: Five Pieces for Strings, Op. 44, No. 4",,,,,,,,,,,,,,,,,,,
ms0414_rec_2405.wav,row: 83,,,321,ms0414_rec_2405,ms0414_rec_2405.wav,,,,"Part 3: Eine Kleine Nachtmusik, K. 525 (1787)",,,,http://id.loc.gov/authorities/names/n80022788,,,,,,,,,,,,,,,
ms0414_rec_2414.wav,row: 83,,,322,ms0414_rec_2414,ms0414_rec_2414.wav,,,,"Part 4: Piano Concerto No. 20 in D Minor, K. 466 (1785)",,,,,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 414,,,,2019,1971-08-14,1971,1971 Cabrillo Music Festival: Concert 2,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2400_2406_1.wav,row: 88,,,329,ms0414_rec_2400,ms0414_rec_2400_2406_1.wav,,,,Part 1: Chôros No. 7 (1924),,Performers: Cabrillo Chamber Players,Cabrillo Chamber Players,http://id.loc.gov/authorities/names/n80015682,,,,,,,,,,,,,,,
ms0414_rec_2406_2.wav,row: 88,,,321,ms0414_rec_2406,ms0414_rec_2406_2.wav,,,,Part 2: Suite from “La Hija de Cólquide” (1943),,Performers: Cabrillo Chamber Players,Cabrillo Chamber Players,http://id.loc.gov/authorities/names/n79108394,,,,,,,,,,,,,,,
ms0414_rec_2402.wav,row: 88,,,321,ms0414_rec_2402,ms0414_rec_2402.wav,,,,"Part 3: Trio for Oboe, Bassoon and Piano (1926)",,Performers: Cabrillo Chamber Players,Cabrillo Chamber Players,,,,,,,,,,,,,,,,
ms0414_rec_2403.wav,row: 88,,,321,ms0414_rec_2403,ms0414_rec_2403.wav,,,,Part 4: Fantasy for Piano Solo (1952-57),,Performers: Cabrillo Chamber Players,Cabrillo Chamber Players,,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 414,,,,2019,1971-08-15,1971,1971 Cabrillo Music Festival: Concert 3,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2404.wav,row: 93,,,321,ms0414_rec_2404,ms0414_rec_2404.wav,,,,Part 1: Apollon Musagète (1927),,,,,,,,,,,,,,,,,,,
ms0414_rec_2417.wav,row: 93,,,324,ms0414_rec_2417,ms0414_rec_2417.wav,,,,Part 2: Brandenburg Concerto No. 4 in G Major (1721),,,,http://id.loc.gov/authorities/names/n80008104,,,,,,,,,,,,,,,
ms0414_rec_2416.wav,row: 93,,,322,ms0414_rec_2416,ms0414_rec_2416.wav,,,,Part 3: Sinfonía No. 5 for String Orchestra (1953),,,,,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 414,322,,,2019,1971-08-20,1971,1971 Cabrillo Music Festival: Concert 4,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2411.wav,row: 97,,,,ms0414_rec_2411,ms0414_rec_2411.wav,,,,"Part 1: Symphony No. 82 in C Major, “The Bear” (1786)",,,,,,,,,,,,,,,,,,,
ms0414_rec_2410.wav,row: 97,,,,ms0414_rec_2410,ms0414_rec_2410.wav,,,,Part 2: Ma Mère L'Oye (”Mother Goose”) (1911),,,,,,,,,,,,,,,,,,,
ms0414_rec_2415.wav,row: 97,,,,ms0414_rec_2415,ms0414_rec_2415.wav,,,,Part 3: Intégrales for 11 Winds and 4 Percussion (1924-25),,,,,,,,,,,,,,,,,,,
ms0414_rec_2409.wav,row: 97,,,,ms0414_rec_2409,ms0414_rec_2409.wav,,,,"Part 4: Firebird Suite (1910, rev. 1919)",,,,http://id.loc.gov/authorities/names/n79070061,,,,,,,,,,,,,,,
,row: 3,2 recordings,MS 414,,,,2019,1971-08-22,1971,1971 Cabrillo Music Festival: Concerts 5 & 6,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2412_2418.wav,row: 102,,,322,ms0414_rec_2412,ms0414_rec_2412_2418.wav,,,,"Part 1: Symphony No. 3 in E Flat, Op. 55 “Eroica” (1803)",,,,http://id.loc.gov/authorities/names/n79107741,,,,,,,,,,,,,,,
ms0414_rec_2408.wav,row: 102,,,321,ms0414_rec_2408,ms0414_rec_2408.wav,,,,Part 2: Concerto for Piano and Orchestra (1938),,,,,,,,,,,,,,,,,,,
,row: 3,2 recordings,MS 414,322,,,2019,1971-08-27,1971,1971 Cabrillo Music Festival: Concert 7,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2419_2420.wav,row: 105,,,,ms0414_rec_2419,ms0414_rec_2419_2420.wav,,,,"Part 1: Symphony No. 5 in D Minor, Op. 47 (1937)",,,,,,,,,,,,,,,,,,,
ms0414_rec_2421.wav,row: 105,,,,ms0414_rec_2421,ms0414_rec_2421.wav,,,,Part 2: Trois Petites Pieces Montees (1919),,,,,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 414,323,,,2019,1971-08-28,1971,1971 Cabrillo Music Festival: Concert 8,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2422.wav,row: 108,,,,ms0414_rec_2422,ms0414_rec_2422.wav,,,,Part 1: Tres Cantigas del Rey (1960),,,,,,,,,,,,,,,,,,,
ms0414_rec_2423.wav,row: 108,,,,ms0414_rec_2423,ms0414_rec_2423.wav,,,,Part 2: Ten Preludes for Piano [part 2] (1937),,,,,,,,,,,,,,,,,,,
ms0414_rec_2427.wav,row: 108,,,,ms0414_rec_2427,ms0414_rec_2427.wav,,,,"Part 3: Concerto for Clarinet and Orchestra in A Major, K. 622 (1791)",,,,,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 414,323,,,2019,1971-08-29,1971,1971 Cabrillo Music Festival: Concert 9,,,,,,,,,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2428.wav,row: 112,,,,ms0414_rec_2428,ms0414_rec_2428.wav,,,,Part 1: Concerto No. 1 for Piano and Orchestra in B Flat,,,,,,,,,,,,,,,,,,,
ms0414_rec_2426_1.wav,row: 112,,,,ms0414_rec_2426,ms0414_rec_2426_1.wav,,,,"Part 2: Sarabande (1894-1901) [arr. by Maurice Ravel, (1923)]",,,,http://id.loc.gov/authorities/names/n79132137,,,,,,,,,,,,,,,
ms0414_rec_2426_2.wav,row: 112,,,,ms0414_rec_2426,ms0414_rec_2426_2.wav,,,,"Part 3: Three Nocturnes: Nuages, Fetes, Sirenes (1893-99)",,,,http://id.loc.gov/authorities/names/n79132137,,,,,,,,,,,,,,,
ms0414_rec_2425.wav,row: 112,,,,ms0414_rec_2425,ms0414_rec_2425.wav,,,,"Part 4: Daphnis and Chloé, Second Suite (1909-12)",,,,,,,,,,,,,,,,,,,
,row: 3,2 recordings,MS 414,324,,,2019,1972-08-18,1972,1972 Cabrillo Music Festival: Concert 1,,,,,http://id.loc.gov/authorities/names/n79108394,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2439_2440.wav,row: 117,,,,ms0414_rec_2439,ms0414_rec_2439_2440.wav,,,,"Part 1: Piano Concerto No. 1 in D Minor, Op. 15 (1854-59)",,"Performers: Cabrillo Festival Orchestra\; William Masselos, piano",Cabrillo Festival Orchestra; http://id.loc.gov/authorities/names/n82010459,http://id.loc.gov/authorities/names/n79077221,,http://id.loc.gov/authorities/subjects/sh85088769; http://id.loc.gov/authorities/subjects/sh85095326; http://id.loc.gov/authorities/subjects/sh85030211,,,,,,,,,,,,,
ms0414_rec_2441_2442.wav,row: 117,,,,ms0414_rec_2441,ms0414_rec_2441_2442.wav,,,,"Part 2: Symphony No. 6 in B Minor, Op. 74 “Pathetique” (1893)",,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79072979,,http://id.loc.gov/authorities/subjects/sh85088769; http://id.loc.gov/authorities/subjects/sh85095326; http://id.loc.gov/authorities/subjects/sh85131473,,,,,,,,,,,,,
,row: 3,7 recordings,MS 414,323,,,2019,1972-08-20,1972,1972 Cabrillo Music Festival: Concert 3,,,,,http://id.loc.gov/authorities/names/n79108394,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2429_1.wav,row: 120,,,,ms0414_rec_2429,ms0414_rec_2429_1.wav,,,,"Part 1: Children's Corner Suite: No. 6, Golliwog’s Cake Walk (1908)",,,,http://id.loc.gov/authorities/names/n79132137; http://id.loc.gov/authorities/names/n82013469,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85130069; http://id.loc.gov/authorities/subjects/sh85130045; http://id.loc.gov/authorities/subjects/sh85066772; http://id.loc.gov/authorities/subjects/sh85011293; http://id.loc.gov/authorities/subjects/sh85101795,,,,,,,,,,,,,
ms0414_rec_2429_2.wav,row: 120,,,,ms0414_rec_2429,ms0414_rec_2429_2.wav,,,,Part 2: Ragtime (1917-18\; Jazzy Dance [excerpt from H.P.] (1926-32),,,,http://id.loc.gov/authorities/names/n79070061; http://id.loc.gov/authorities/names/n79108394,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85130069; http://id.loc.gov/authorities/subjects/sh85130045; http://id.loc.gov/authorities/subjects/sh85066772; http://id.loc.gov/authorities/subjects/sh85011293; http://id.loc.gov/authorities/subjects/sh85101795,,,,,,,,,,,,,
ms0414_rec_2429_3.wav,row: 120,,,,ms0414_rec_2429,ms0414_rec_2429_3.wav,,,,Part 3: Parade (1917),,,,http://id.loc.gov/authorities/names/n79139256,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85130069; http://id.loc.gov/authorities/subjects/sh85130045; http://id.loc.gov/authorities/subjects/sh85066772; http://id.loc.gov/authorities/subjects/sh85011293; http://id.loc.gov/authorities/subjects/sh85101795,,,,,,,,,,,,,
ms0414_rec_2430_1.wav,row: 120,,,,ms0414_rec_2430,ms0414_rec_2430_1.wav,,,,Part 4: Jingo [5th movement from Statements] (1935),,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79089419,,http://id.loc.gov/authorities/subjects/sh85088769; http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85095326; http://id.loc.gov/authorities/subjects/sh85030086,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
ms0414_rec_2430_2.wav,row: 120,,,,ms0414_rec_2430,ms0414_rec_2430_2.wav,,,,"Part 5: Concertstück in F Major, for four horns and orchestra, Op. 86 (1849)",,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n50000565,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85095326; http://id.loc.gov/authorities/subjects/sh85030086,,,,,,,,,,,,,
ms0414_rec_2431_1.wav,row: 120,,,,ms0414_rec_2431,ms0414_rec_2431_1.wav,,,,Part 6: Four Dances [from Pirámide] (1968),,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79108394,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85011293; http://id.loc.gov/authorities/subjects/sh85095326,,http://www.geonames.org/5324400/aptos.html,,,,,,,,,,,
ms0414_rec_2431_2.wav,row: 120,,,,ms0414_rec_2431,ms0414_rec_2431_2.wav,,,,Part 7: Rapsodie Espagnole (1907-08),,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79108396,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85011293; http://id.loc.gov/authorities/subjects/sh85095326,,,,,,,,,,,,,
,row: 3,2 recordings,MS 414,,,,2019,1972-08-27,1972,1972 Cabrillo Music Festival: Concert 6,,,,,http://id.loc.gov/authorities/names/n79108394,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_2432_2433.wav,row: 128,,,323,ms0414_rec_2432,ms0414_rec_2432_2433.wav,,,,"Part 1: Symphony No. 1 in D Major (ca. 1884, rev. 1888-96)",,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n80067106,,http://id.loc.gov/authorities/subjects/sh85088769; http://id.loc.gov/authorities/subjects/sh85095326; http://id.loc.gov/authorities/subjects/sh85131473,,,,,,,,,,,,,
ms0414_rec_2434.wav,row: 128,,,324,ms0414_rec_2434,ms0414_rec_2434.wav,,,,Part 2: Prometheus Bound [after text by Aeschylus] (1956),,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79108394,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85019792,http://id.loc.gov/authorities/names/no2014020727,,,,,,,,,,,,
,row: 3,3 recordings,MS 414,318,,,2019,1973-08-17,1973,1973 Cabrillo Music Festival: Concert 1,,,,,http://id.loc.gov/authorities/names/n79108394,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_4178.wav,row: 131,,,,ms0414_rec_4178,ms0414_rec_4178.wav,,,,"Part 1: Eight Instrumental Miniatures, for fifteen players (1962)",,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79070061,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85066772,,,,,,,,,,,,,
ms0414_rec_4177.wav,row: 131,,,,ms0414_rec_4177,ms0414_rec_4177.wav,,,,"Part 2: Le Festin de l”Araignée (”The Spider’s Banquet”): Fragments Symphoniques, Op. 17 (1913)",,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n81097892,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85011295,,,,,,,,,,,,,
ms0414_rec_4179_4180.wav,row: 131,,,,ms0414_rec_4179,ms0414_rec_4179_4180.wav,,,,"Part 3: Piano Concerto No. 2 in B Flat, Op. 83 (1881)",,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n79077221,,http://id.loc.gov/authorities/subjects/sh85088769; http://id.loc.gov/authorities/subjects/sh85030211,,,,,,,,,,,,,
,row: 3,6 recordings,MS 414,319,,,2019,1973-08-18,1973,1973 Cabrillo Music Festival: Concert 2,,,,,"Harrison, Kenneth",,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_4181.wav,row: 135,,,,ms0414_rec_4181,ms0414_rec_4181.wav,,,,Part 1: Session IV (1967),,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n81080002,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85066772,,,,,,,,,,,,,
ms0414_rec_4182.wav,row: 135,,,,ms0414_rec_4182,ms0414_rec_4182.wav,,,,"Part 2: String Quartet Describing The Motions Of Large Real Bodies, for string quartet and electronics (1972)",,Performers: Cabrillo Festival Orchestra,Cabrillo Festival Orchestra,http://id.loc.gov/authorities/names/n87814175,,http://id.loc.gov/authorities/subjects/sh85088770; http://id.loc.gov/authorities/subjects/sh85029511; http://id.loc.gov/authorities/subjects/sh85129035,,,,,,,,,,,,,
ms0414_rec_4183_1.wav,row: 135,,,,ms0414_rec_4183,ms0414_rec_4183_1.wav,,,,"Part 3: Tafel Musik, for four performers and amplified table (1972)",,,,http://id.loc.gov/authorities/names/no90005579,,http://id.loc.gov/authorities/subjects/sh85029511,,,,,,,,,,,,,
ms0414_rec_4183_2.wav,row: 135,,,,ms0414_rec_4183,ms0414_rec_4183_2.wav,,,,Part 4: Introduction to Quadroquartet (1973),,,,http://id.loc.gov/authorities/names/n83065637,,http://id.loc.gov/authorities/subjects/sh85029511,,,,,,,,,,,,,
ms0414_rec_4184.wav,row: 135,,,,ms0414_rec_4184,ms0414_rec_4184.wav,,,,Part 5: Propagation and Decay of Resonant Particles (1969),,,,http://id.loc.gov/authorities/names/n82139113,,http://id.loc.gov/authorities/subjects/sh85029511; http://id.loc.gov/authorities/subjects/sh85042350,,,,,,,,,,,,,
ms0414_rec_4185.wav,row: 135,,,,ms0414_rec_4185,ms0414_rec_4185.wav,,,,Part 6: Quadroquartet (1973),,,,http://id.loc.gov/authorities/names/n83065637,,http://id.loc.gov/authorities/subjects/sh85029511,,,,,,,,,,,,,
,row: 3,5 recordings,MS 414,319,,,2019,1973-08-18,1973,1973 Cabrillo Music Festival: Concert 3,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
