parent,extent,masterFilename,series,title,titleAlternative,description,description,descriptionAddress,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
row:prev,,ms0020_neg_bp_68-087_21.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_21,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-086_35.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_35,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_18.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_18,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-087_19.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_19,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-086_19.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_19,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_02.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_02,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_30.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_30,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_31.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_31,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-087_20.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_20,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_24.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_24,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-086_17.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_17,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_28.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_28,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_11.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_11,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_29.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_29,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_08.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_08,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_13.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_13,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_20.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_20,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_26.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_26,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_21.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_21,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_14.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_14,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_24.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_24,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-087_15.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_15,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_08.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_08,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_23.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_23,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_10.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_10,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_06.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_06,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-086_01.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_01,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_06.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_06,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_04.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_04,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-087_25.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_25,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-086_10.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_10,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_25.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_25,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_05.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_05,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-087_03.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_03,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_12.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_12,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_13.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_13,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-086_23.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_23,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_12.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_12,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-087_16.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_16,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_17.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_17,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_14.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_14,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-086_27.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_27,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-086_22.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-086_22,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-086"
row:prev,,ms0020_neg_bp_68-087_09.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_09,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_04.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_04,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
row:prev,,ms0020_neg_bp_68-087_26.tif,,Noon rally at UC Berkeley to hear Eldridge Cleaver: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-087_26,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-087"
,14 images,,The Black Panthers,Oakland house where Bobby Hutton was killed,,,,"7th and Willow Streets, Oakland",,http://id.loc.gov/authorities/names/n90650175,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,http://id.loc.gov/authorities/names/n80095585,http://www.geonames.org/5378538,http://id.loc.gov/authorities/subjects/sh85026383;http://id.loc.gov/authorities/subjects/sh85014602,1968-08-12,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_bp_68-068_31.tif,,"Bobby Hutton, the seventeen year old, treasurer of the Black Panther Party, was killed by police as he came out of this gas filled, burning house. This shooting occurred 4/6/68. #45 from A Photographic Essay on The Black Panthers",Oakland house where Bobby Hutton was killed,Printed/published,#45 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-068_31,,,,,,,,,,,1968,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_19.tif,,"Bullet shattered Oakland house, just inside the front door, #46 from A Photographic Essay on The Black Panthers",Bullet ridden home,Printed/published,#46 from A Photographic Essay on The Black Panthers,,ms0020_neg_bp_68-068_19,,,,,,,,,,,1968,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_20.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_20,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_25.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_25,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_27.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_27,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_28.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_28,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_22.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_22,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_21.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_21,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_18.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_18,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_30.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_30,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_26.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_26,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_23.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_23,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_24.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_24,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
row:prev,,ms0020_neg_bp_68-068_29.tif,,Oakland house where Bobby Hutton was killed: Untitled,,Unprinted/unpublished,,,ms0020_neg_bp_68-068_29,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-068"
,18 images,,The Black Panthers,"Oakland rally ""Today is Black Unity Day"" (sign)",,,,,,http://id.loc.gov/authorities/names/n90650175,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,http://id.loc.gov/authorities/names/n80095585,http://www.geonames.org/5378538,http://id.loc.gov/authorities/subjects/sh85026383;http://id.loc.gov/authorities/subjects/sh85014602,1968-08-17,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_bp_68-069_07.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_07,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_03.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_03,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_13.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_13,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_14.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_14,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_16.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_16,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_01.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_01,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_15.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_15,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_18.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_18,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_06.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_06,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_08.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_08,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_12.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_12,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_09.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_09,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_05.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_05,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_10.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_10,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_17.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_17,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_11.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_11,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_04.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_04,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
row:prev,,ms0020_neg_bp_68-069_02.tif,,"Oakland rally ""Today is Black Unity Day"" (sign): Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_68-069_02,,,,,,,,,,,,,35 mm,,,,,"Box 454, Folder 68-069"
,12 images,,The Black Panthers,"Panther Free Breakfast for Children Program, feature for Vi magazine",,,,,,http://id.loc.gov/authorities/names/n90650175,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,http://id.loc.gov/authorities/names/n80095585,http://www.geonames.org/5403474,http://id.loc.gov/authorities/subjects/sh85026383;http://id.loc.gov/authorities/subjects/sh85014602,1969-05-19,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_bp_69-107_09.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_09,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_08.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_08,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_12.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_12,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_11.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_11,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_04.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_04,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_06.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_06,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_05.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_05,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_02.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_02,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_03.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",Ruth-Marion Baruch with camera,,,,ms0020_neg_bp_69-107_03,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_07.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_07,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_10.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_10,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
row:prev,,ms0020_neg_bp_69-107_01.tif,,"Panther Free Breakfast for Children Program, feature for Vi magazine: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_69-107_01,,,,,,,,,,,,,2 1/4 in,,,,,"Box 454, Folder 69-107"
,28 images,,The Black Panthers,"Panthers drilling, Free Huey rally #2 at DeFremery Park",,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,http://id.loc.gov/authorities/names/n80095585,http://www.geonames.org/5341840,http://id.loc.gov/authorities/subjects/sh85026383;http://id.loc.gov/authorities/subjects/sh85014602,1968-07-28,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_bp_6804_11.tif,,"Panthers drilling, Free Huey rally #2 at DeFremery Park: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6804_11,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6804"
row:prev,,ms0020_neg_bp_6804_17.tif,,"Panthers drilling, Free Huey rally #2 at DeFremery Park: Untitled",,Unprinted/unpublished,,,ms0020_neg_bp_6804_17,,,,,,,,,,,,,35 mm,,,,,"Box 467, Folder 6804"
