work_type,filename,parent,extent,masterFilename,collectionCallNumber,title,description,creator,contributor,dateCreatedDisplay,dateCreated,subjectPlace,subjectName,subjectTopic,resourceType,language,physicalFormat,physicalDescription,relatedResource,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,accessionNumber,donorProvenance,staffNote,boxFolder,genre,itemCallNumber,scale
work,ms0259_neg_bk4_80-14_03.tif,row:4,,ms0259_neg_bk4_80-14_03.tif,,"Cowell Culture Break: ""THX - 1138"" film discussion, with philosophy professor Robert A. Goff and classics professor Mary-Kay Gamel Orlandi",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,"info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671; Gamel, Mary-Kay; Goff, Robert A.",info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-14_21.tif,row:4,,ms0259_neg_bk4_80-14_21.tif,,"Cowell Culture Break: ""THX - 1138"" film discussion, with philosophy professor Robert A. Goff and classics professor Mary-Kay Gamel Orlandi",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,"info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671; Gamel, Mary-Kay; Goff, Robert A.",info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-14_25.tif,row:4,,ms0259_neg_bk4_80-14_25.tif,,Cowell Culture Break: Cowell Culture Break: time capsule ceremony,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-14_27.tif,row:4,,ms0259_neg_bk4_80-14_27.tif,,Cowell Culture Break: Cowell College time capsule ceremony,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-14_29.tif,row:4,,ms0259_neg_bk4_80-14_29.tif,,Cowell Culture Break: Cowell College time capsule ceremony,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-14_33.tif,row:4,,ms0259_neg_bk4_80-14_33.tif,,Cowell Culture Break: Cowell College time capsule ceremony,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_03.tif,row:4,,ms0259_neg_bk4_80-15_03.tif,,Cowell Culture Break: Cowell College human backgammon,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85052948,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_09.tif,row:4,,ms0259_neg_bk4_80-15_09.tif,,Cowell Culture Break: Cowell College human backgammon,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85052948,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_12.tif,row:4,,ms0259_neg_bk4_80-15_12.tif,,Cowell Culture Break: Cowell College human backgammon,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85052948,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_13.tif,row:4,,ms0259_neg_bk4_80-15_13.tif,,Cowell Culture Break: Cowell College human backgammon,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85052948,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_19.tif,row:4,,ms0259_neg_bk4_80-15_19.tif,,Cowell Culture Break: Cowell College human backgammon,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85052948,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_21.tif,row:4,,ms0259_neg_bk4_80-15_21.tif,,Cowell Culture Break: Cowell College human backgammon,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85052948,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_22.tif,row:4,,ms0259_neg_bk4_80-15_22.tif,,Cowell Culture Break: art gallery visitors,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_25.tif,row:4,,ms0259_neg_bk4_80-15_25.tif,,Cowell Culture Break: art gallery visitors,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_31.tif,row:4,,ms0259_neg_bk4_80-15_31.tif,,Cowell Culture Break: students studying in Page Smith Library,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_32.tif,row:4,,ms0259_neg_bk4_80-15_32.tif,,"Cowell Culture Break: ""Capture the Klingons"" game",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-15_36.tif,row:4,,ms0259_neg_bk4_80-15_36.tif,,"Cowell Culture Break: ""Capture the Klingons"" game",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85023418; info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-16_01.tif,row:4,,ms0259_neg_bk4_80-16_01.tif,,Cowell Culture Break: students reading science fiction at the provost John Dizikes' house,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85111662,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-16_08.tif,row:4,,ms0259_neg_bk4_80-16_08.tif,,Cowell Culture Break: students reading science fiction at the provost John Dizikes' house,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/11903347/cowell-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/nr91016671,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85111662,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-46_08.tif,row:4,,ms0259_neg_bk4_80-46_08.tif,,"""Celebration of the Creative Process: A Meeting of Art and Science"": Ruth Asawa, San Francisco sculptor, leading a paper folding workshop","Ruth Asawa, S.F. Sculptures- paper folding workshop","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n86835007,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,,,,,
work,ms0259_neg_bk4_80-46_09.tif,row:4,,ms0259_neg_bk4_80-46_09.tif,,"""Celebration of the Creative Process: A Meeting of Art and Science"": Ruth Asawa, San Francisco sculptor, leading a paper folding workshop","Ruth Asawa, S.F. Sculptures- paper folding workshop","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n86835007,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,,,,,
work,ms0259_neg_bk4_80-46_14.tif,row:4,,ms0259_neg_bk4_80-46_14.tif,,"""Celebration of the Creative Process: A Meeting of Art and Science"": Ruth Asawa, San Francisco sculptor, leading a paper folding workshop","Ruth Asawa, S.F. Sculptures- paper folding workshop","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n86835007,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,,,,,
work,ms0259_neg_bk4_80-47_16.tif,row:4,,ms0259_neg_bk4_80-47_16.tif,,"""Celebration of the Creative Process: A Meeting of Art and Science"": Ruth Asawa, San Francisco sculptor, leading a paper folding workshop","Ruth Asawa, S.F. Sculptures- paper folding workshop","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n86835007,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,,,,,
work,ms0259_neg_bk4_80-48_04.tif,row:4,,ms0259_neg_bk4_80-48_04.tif,,"Buckminster Fuller: ""Celebration of the Creative Process: A Meeting of Art and Science""",,"Foote, Carol A.",,1980-05-04,1980-05-04,http://www.geonames.org/11903366/upper-quarry-amphitheater.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n79006776,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,"Fuller's grandson, Jaime Snyder, attended UCSC.",,,,
work,ms0259_neg_bk4_80-48_10.tif,row:4,,ms0259_neg_bk4_80-48_10.tif,,"Buckminster Fuller: ""Celebration of the Creative Process: A Meeting of Art and Science""",,"Foote, Carol A.",,1980-05-04,1980-05-04,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n79006776,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,"Fuller's grandson, Jaime Snyder, attended UCSC.",,,,
work,ms0259_neg_bk4_80-49_14.tif,row:4,,ms0259_neg_bk4_80-49_14.tif,,"Buckminster Fuller: ""Celebration of the Creative Process: A Meeting of Art and Science""",,"Foote, Carol A.",,1980-05-04,1980-05-04,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n79006776,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,"Fuller's grandson, Jaime Snyder, attended UCSC.",,,,
work,ms0259_neg_bk4_80-49_25.tif,row:4,,ms0259_neg_bk4_80-49_25.tif,,"Buckminster Fuller: ""Celebration of the Creative Process: A Meeting of Art and Science""",,"Foote, Carol A.",,1980-05-04,1980-05-04,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n79006776,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,"Fuller's grandson, Jaime Snyder, attended UCSC.",,,,
work,ms0259_neg_bk4_80-50_12.tif,row:4,,ms0259_neg_bk4_80-50_12.tif,,"Buckminster Fuller: ""Celebration of the Creative Process: A Meeting of Art and Science""",,"Foote, Carol A.",,1980-05-04,1980-05-04,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n79006776,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,"Fuller's grandson, Jaime Snyder, attended UCSC.",,,,
work,ms0259_neg_bk4_80-50_17.tif,row:4,,ms0259_neg_bk4_80-50_17.tif,,"Buckminster Fuller: ""Celebration of the Creative Process: A Meeting of Art and Science""",,"Foote, Carol A.",,1980-05-04,1980-05-04,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n79006776,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,"Fuller's grandson, Jaime Snyder, attended UCSC.",,,,
work,ms0259_neg_bk4_80-06_04.tif,row:4,,ms0259_neg_bk4_80-06_04.tif,,"Arthur Fischer, professor of mathematics",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,"info:lc/authorities/names/n79059545; Fischer, Arthur E.",info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-06_36.tif,row:4,,ms0259_neg_bk4_80-06_36.tif,,"Arthur Fischer, professor of mathematics",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,"info:lc/authorities/names/n79059545; Fischer, Arthur E.",info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-19_01.tif,row:4,,ms0259_neg_bk4_80-19_01.tif,,"Dane Archer, professor of sociology (center), with students in his Sociology 103 class","The Social Research Unit: TA Les Guliasi, Marty Gilens, Harriet Andresen, Susan Brutschy, Pam Dillehay, Lynn Erlick, Anne Hagelberg, Ellen Hipschman, Patricia Maes, Deborah Romer, and Tracy Smith. Researching the decline in enrollments at UCSC, the group surveyed non-UCSC students to find out their perception of the campus and the Narrative Evaluation System.","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n79087749,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, April/May 1980, p. 4.",,,,,,,,,,,,,
work,ms0259_neg_bk4_80-33_22.tif,row:4,,ms0259_neg_bk4_80-33_22.tif,,"National Endowment for the Humanities (NEH) award winners: Mary-Kay Gamel (Classics and Comparative Literature), Edward F. Houghton (Music) , Diane K. Lewis (Anthropology), and Triloki Nath Pandey (Anthropology)",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,"info:lc/authorities/names/n79059545; Gamel, Mary-Kay",info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"UCSC Review, June/July 1980, p. 3.",,,,,,,,,,,,,
work,ms0259_neg_bk4_80-17_01.tif,row:4,,ms0259_neg_bk4_80-17_01.tif,,"John Cage, with students",,"Foote, Carol A.",,1980-01-25; 1980-01-26,1980-01-25; 1980-01-26,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50032828,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"From poster (http://www.nekostudios.com/cage.html): ""JOHN CAGE  lecture / reading 25 January 1980 UCSC Performing Arts Theater A retrospective concert performed by Ensemble Nova UCSC Performing Arts Concert Hall 26 January 1980""",,,,
work,ms0259_neg_bk4_80-17_03.tif,row:4,,ms0259_neg_bk4_80-17_03.tif,,"John Cage, with students",,"Foote, Carol A.",,1980-01-25; 1980-01-26,1980-01-25; 1980-01-26,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50032828,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"From poster (http://www.nekostudios.com/cage.html): ""JOHN CAGE  lecture / reading 25 January 1980 UCSC Performing Arts Theater A retrospective concert performed by Ensemble Nova UCSC Performing Arts Concert Hall 26 January 1980""",,,,
work,ms0259_neg_bk4_80-17_05.tif,row:4,,ms0259_neg_bk4_80-17_05.tif,,John Cage,,"Foote, Carol A.",,1980-01-25; 1980-01-26,1980-01-25; 1980-01-26,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50032828,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"From poster (http://www.nekostudios.com/cage.html): ""JOHN CAGE  lecture / reading 25 January 1980 UCSC Performing Arts Theater A retrospective concert performed by Ensemble Nova UCSC Performing Arts Concert Hall 26 January 1980""",,,,
