parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,boxFolder,physicalDescription,creator,subjectName,subjectPlace,subjectTopic,dateCreated,datePublished,physicalFormat,accessRights,collection,collectionCallNumber,donorProvenance,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder
row:prev,,ms0020_neg_bv_56-235_17.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_17,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_30.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_30,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_25.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_25,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_16.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_16,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_12.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_12,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_02.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_02,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_04.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_04,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_03.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_03,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_28.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_28,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_26.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_26,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_01.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_01,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_27.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_27,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_14.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_14,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-235_15.tif,,Pruning grape vines: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-235_15,"Box 448, Folder 56-235",35 mm,,,,,,,,,,,,,,,,
,21 images,,Berryessa Valley,Putah Creek,,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444; http://www.geonames.org/5374510,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/uc_board_of_regents
row:prev,,ms0020_neg_bv_56-180.tif,,"Putah Creek as it runs through the valley. The creek has been dammed 15 miles from this spot by the Monticello Dam. This valley became Lake Berryessa, from Berryessa Valley The Last Year",,Printed/published,"From Berryessa Valley, the Last Year",ms0020_neg_bv_56-180,"Box 448, Folder 56-180",5 x 7 in,,,http://www.geonames.org/5364444,,,1960,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_04.tif,,"Putah Creek, from, Death of a Valley",,Printed/published,From Death of a Valley,ms0020_neg_bv_56-130_04,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,1960,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_03.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-130_03,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_05.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-130_05,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_08.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_08,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_01.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-130_01,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_02.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-130_02,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_08.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-130_08,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_05.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_05,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_06.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_06,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_12.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_12,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_07.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-130_07,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_11.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_11,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_03.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_03,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_10.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_10,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_04.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_04,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-130_06.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-130_06,"Box 449, Folder 56-130",2 1/4 in,,,http://www.geonames.org/5374510,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_07.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_07,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_01.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_01,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_02.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_02,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-144_09.tif,,Putah Creek: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-144_09,"Box 449, Folder 56-144",2 1/4 in,,,http://www.geonames.org/5364444,,,,,,,,,,,,,
,6 images,,Berryessa Valley,"Ranch, Buck Hannakle and grandchildren",,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-239_24.tif,,"Ranch, Buck Hannakle and grandchildren: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-239_24,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-239_20.tif,,"Ranch, Buck Hannakle and grandchildren: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-239_20,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-239_19.tif,,"Ranch, Buck Hannakle and grandchildren: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-239_19,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-239_21.tif,,"Ranch, Buck Hannakle and grandchildren: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-239_21,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-239_22.tif,,"Ranch, Buck Hannakle and grandchildren: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-239_22,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-239_23.tif,,"Ranch, Buck Hannakle and grandchildren: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-239_23,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
,1 image,ms0020_neg_bv_56-239_18.tif,Berryessa Valley,"Ranch, Buck Hannakle's grandson: Untitled",,Unprinted/unpublished,,ms0020_neg_bv_56-239_18,"Box 448, Folder 56-229",35 mm,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
,10 images,,Berryessa Valley,Ranch,,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-229_09.tif,,"Aberdeen-Angus cattle and ranch hands during roundup at the Ryan ranch, Berryessa Valley",,Printed/published,,ms0020_neg_bv_56-229_09,"Box 448, Folder 56-229",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_08.tif,,"Buck Hannackle on horse during cattle roundup, from Berryessa Valley The Last Year",,Printed/published,"From Berryessa Valley, the Last Year",ms0020_neg_bv_56-229_08,"Box 448, Folder 56-229",35 mm,,,,,,1956,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_03.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_03,"Box 448, Folder 56-229",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_10.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_10,"Box 448, Folder 56-239",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_05.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_05,"Box 448, Folder 56-239",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_06.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_06,"Box 448, Folder 56-239",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_07.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_07,"Box 448, Folder 56-239",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_04.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_04,"Box 448, Folder 56-239",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_02.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_02,"Box 448, Folder 56-239",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-229_11.tif,,Ranch: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-229_11,"Box 448, Folder 56-239",35 mm,,,,,,,,,,,,,,,,
,50 images,,Berryessa Valley,River and rain,,,,,,,http://id.loc.gov/authorities/names/n90650175,,http://www.geonames.org/5364444,,1956,,http://vocab.getty.edu/aat/300128343,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california
row:prev,,ms0020_neg_bv_56-238_06.tif,,"Putah Creek, #3, Berryessa Valley",,Unprinted/unpublished,,ms0020_neg_bv_56-238_06,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_26.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_26,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_19.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_19,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_23.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_23,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_05.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_05,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_07.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_07,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_13.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_13,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_18.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_18,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_12.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_12,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_01.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_01,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_02.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_02,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_24.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_24,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_04.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_04,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_08.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_08,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_06.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_06,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_08.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_08,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_25.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_25,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_12.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_12,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_03.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_03,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_07.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_07,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_21.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_21,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_22.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_22,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_14.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_14,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_09.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_09,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_10.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_10,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_02.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_02,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_12.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_12,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_06.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_06,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_03.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_03,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_08.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_08,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_11.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_11,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_11.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_11,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_05.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_05,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_03.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_03,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_04.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_04,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_11.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_11,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_15.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_15,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_16.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_16,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_20.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_20,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_01.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_01,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_02.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_02,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_04.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_04,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_07.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_07,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_09.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_09,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_01.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_01,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_09.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_09,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-238_17.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-238_17,"Box 448, Folder 56-238",35 mm,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_05.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_05,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-160_10.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-160_10,"Box 449, Folder 56-160",2 1/4 in,,,,,,,,,,,,,,,,
row:prev,,ms0020_neg_bv_56-164_10.tif,,River and rain: Untitled,,Unprinted/unpublished,,ms0020_neg_bv_56-164_10,"Box 449, Folder 56-164",2 1/4 in,,,,,,,,,,,,,,,,
