parent,extent,masterFilename,series,title,titleAlternative,description,description,accessionNumber,creator,publisher,publisherHomepage,resourceType,rightsStatement,rightsHolder,subjectName,subjectPlace,subjectTopic,dateCreatedFake,dateCreated,datePublished,physicalFormat,physicalDescription,accessRights,collection,collectionCallNumber,donorProvenance,boxFolder
row:prev,,ms0020_neg_7504_01.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7504_01,,,,,,,,,,1975-08,1975-08,,,35 mm,,,,,"Box 465, Folder 7504"
row:prev,,ms0020_neg_7501a_09.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501a_09,,,,,,,,,,2/1/1975,2/1/1975,,,35 mm,,,,,"Box 465, Folder 7501a"
row:prev,,ms0020_neg_7503_34.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7503_34,,,,,,,,,,5/1/1975,5/1/1975,,,35 mm,,,,,"Box 465, Folder 7503"
row:prev,,ms0020_neg_7502_16.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7502_16,,,,,,,,,,5/1/1975,5/1/1975,,,35 mm,,,,,"Box 465, Folder 7502"
row:prev,,ms0020_neg_7504_08.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7504_08,,,,,,,,,,1975-08,1975-08,,,35 mm,,,,,"Box 465, Folder 7504"
row:prev,,ms0020_neg_7501b_35.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501b_35,,,,,,,,,,3/1/1975,3/1/1975,,,35 mm,,,,,"Box 465, Folder 7501b"
row:prev,,ms0020_neg_7501a_03.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501a_03,,,,,,,,,,2/1/1975,2/1/1975,,,35 mm,,,,,"Box 465, Folder 7501a"
row:prev,,ms0020_neg_7501b_07.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501b_07,,,,,,,,,,3/1/1975,3/1/1975,,,35 mm,,,,,"Box 465, Folder 7501b"
row:prev,,ms0020_neg_7501a_17.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501a_17,,,,,,,,,,2/1/1975,2/1/1975,,,35 mm,,,,,"Box 465, Folder 7501a"
row:prev,,ms0020_neg_7501b_10.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501b_10,,,,,,,,,,3/1/1975,3/1/1975,,,35 mm,,,,,"Box 465, Folder 7501b"
row:prev,,ms0020_neg_7501b_11.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501b_11,,,,,,,,,,3/1/1975,3/1/1975,,,35 mm,,,,,"Box 465, Folder 7501b"
row:prev,,ms0020_neg_7502_08.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7502_08,,,,,,,,,,5/1/1975,5/1/1975,,,35 mm,,,,,"Box 465, Folder 7502"
row:prev,,ms0020_neg_7504_03.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7504_03,,,,,,,,,,1975-08,1975-08,,,35 mm,,,,,"Box 465, Folder 7504"
row:prev,,ms0020_neg_7501b_21.tif,,Shape of Birth: Untitled,,Unprinted/unpublished,,ms0020_neg_7501b_21,,,,,,,,,,3/1/1975,3/1/1975,,,35 mm,,,,,"Box 465, Folder 7501b"
,12 images,,Walnut Grove,"Locke, Walnut Grove: Portrait of a Town",,Unprinted/unpublished,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5367510,,1961,1961,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_6129b_09.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_09,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_10.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_10,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_12.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_12,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_06.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_06,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_01.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_01,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_02.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_02,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_04.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_04,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_03.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_03,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_05.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_05,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_11.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_11,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_07.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_07,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
row:prev,,ms0020_neg_6129b_08.tif,,"Locke, Walnut Grove: Portrait of a Town: Untitled",,Unprinted/unpublished,,ms0020_neg_6129b_08,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129b"
,624 images,,Walnut Grove,Walnut Grove: Portrait of a Town,,,,,http://id.loc.gov/authorities/names/n2002034393,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,http://purl.org/dc/dcmitype/Image,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",https://digitalcollections.library.ucsc.edu/authorities/show/local/agents/regents-of-the-university-of-california,,http://www.geonames.org/5407004,,1961,1961,,http://vocab.getty.edu/aat/300128343,,Public,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,The Pirkle Jones Fund of the Marin Community Foundation,
row:prev,,ms0020_neg_6116_16.tif,,"Back yard clothesline, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6116_16,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6116"
row:prev,,ms0020_neg_6118_29.tif,,"Bait shop, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6118_29,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6118"
row:prev,,ms0020_neg_6112_33.tif,,"Barge on Sacramento River, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6112_33,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6112"
row:prev,,ms0020_neg_6119_22.tif,,"Black and white cats on porch, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6119_22,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6119"
row:prev,,ms0020_neg_6116_02.tif,,"Black woman on porch with groceries, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6116_02,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6116"
row:prev,,ms0020_neg_6119_01.tif,,"Black woman washing car, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6119_01,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6119"
row:prev,,ms0020_neg_6117_19.tif,,"Boy sitting on steps, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6117_19,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6117"
row:prev,,ms0020_neg_6114_11.tif,,"Braceros, men hanging out, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6114_11,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6120_26.tif,,"Chalet on riverfront with docks, Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6120_26,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6120"
row:prev,,ms0020_neg_6113_33.tif,,"Chinese elder sitting, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6113_33,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6113_25.tif,,"Chinese man sitting outside Chinese Free Masons, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6113_25,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6120_08.tif,,"Delta Club pool hall, from Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6120_08,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6120"
row:prev,,ms0020_neg_6114_27.tif,,"Discarded furniture, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6114_27,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6117_24.tif,,"Dog and men at Lee's Market, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6117_24,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6117"
row:prev,,ms0020_neg_6114_34.tif,,"Dog on house step, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6114_34,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6116_22.tif,,"Fenced garden and house with porch, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6116_22,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6116"
row:prev,,ms0020_neg_6113_20.tif,,"Filipino man with liquid eyes, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6113_20,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6119_24.tif,,"Filipino woman with dog, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6119_24,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6119"
row:prev,,ms0020_neg_6122_01.tif,,"GATO NEGRO storefront and hanging laundry, from Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6122_01,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6122"
row:prev,,ms0020_neg_6114_20.tif,,"Gato Negro tavern, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6114_20,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6119_36.tif,,"Girls running with banana box, from Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6119_36,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6119"
row:prev,,ms0020_neg_6126_08.tif,,"House on the slough, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6126_08,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6126"
row:prev,,ms0020_neg_6117_18.tif,,"House with large oak tree, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6117_18,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6117"
row:prev,,ms0020_neg_6113_06.tif,,"Japanese vase with chrysanthemums, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6113_06,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6128_20.tif,,"Judge Dye's brother, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6128_20,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6128"
row:prev,,ms0020_neg_6125_21.tif,,"Judge Dyes house, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6125_21,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6125"
row:prev,,ms0020_neg_6117_10.tif,,"Man and springer spaniel sitting in the shade, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6117_10,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6117"
row:prev,,ms0020_neg_6125_14.tif,,"Man outside Ike's Cafe, from Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6125_14,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6125"
row:prev,,ms0020_neg_6120_05.tif,,"Man with panama hat, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6120_05,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6120"
row:prev,,ms0020_neg_6120_03.tif,,"Men sitting in alley, from Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6120_03,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6120"
row:prev,,ms0020_neg_6114_24.tif,,"Overstuffed chair, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6114_24,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6120_29.tif,,"Pirkle Jones reflected in mirror, Walnut Grove, CA: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6120_29,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6120"
row:prev,,ms0020_neg_6129a_03.tif,,"Standing girls and boy, from Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6129a_03,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6129a"
row:prev,,ms0020_neg_6120_09.tif,,Storefront and bicycles,,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6120_09,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6120"
row:prev,,ms0020_neg_6116_19.tif,,"Succulents growing out of old coffee pot and cans, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6116_19,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6116"
row:prev,,ms0020_neg_6122_12.tif,,Tavern and hanging laundry,,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6122_12,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6122"
row:prev,,ms0020_neg_6114_28.tif,,"Tavern, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6114_28,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6112_26.tif,,"Tug pulling barge, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6112_26,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6112"
row:prev,,ms0020_neg_6112_25.tif,,"Tugboat pulling the Humbolt barge, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6112_25,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6112"
row:prev,,ms0020_neg_6127_09.tif,,"Tugboat pushing barge on slough, Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6127_09,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6127"
row:prev,,ms0020_neg_6127_10.tif,,"Tugboat pushing barge, from Walnut Grove: Portrait of a Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6127_10,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6127"
row:prev,,ms0020_neg_6118_21.tif,,"Two kids choosing candy, from Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6118_21,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6118"
row:prev,,ms0020_neg_6123_12.tif,,"Two story house with palm tree, Walnut Grove",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6123_12,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6123"
row:prev,,ms0020_neg_6121_09.tif,,"Two women leaning against car, from Walnut Grove: Portrait of A Town",,Printed/published,From Walnut Grove: Portrait of A Town,ms0020_neg_6121_09,,,,,,,,,,,,1961,,35 mm,,,,,"Box 464, Folder 6121"
row:prev,,ms0020_neg_6113_15.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6113_15,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6113_14.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6113_14,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6113_34.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6113_34,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6113_05.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6113_05,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6113_07.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6113_07,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6113_27.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6113_27,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6114_04.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6114_04,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6124_06.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6124_06,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6124"
row:prev,,ms0020_neg_6123_35.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6123_35,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6123"
row:prev,,ms0020_neg_6123_07.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6123_07,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6123"
row:prev,,ms0020_neg_6124_13.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6124_13,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6124"
row:prev,,ms0020_neg_6113_32.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6113_32,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6113"
row:prev,,ms0020_neg_6124_31.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6124_31,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6124"
row:prev,,ms0020_neg_6124_12.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6124_12,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6124"
row:prev,,ms0020_neg_6124_18.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6124_18,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6124"
row:prev,,ms0020_neg_6123_05.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6123_05,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6123"
row:prev,,ms0020_neg_6123_36.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6123_36,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6123"
row:prev,,ms0020_neg_6124_01.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6124_01,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6124"
row:prev,,ms0020_neg_6124_25.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6124_25,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6124"
row:prev,,ms0020_neg_6129a_01.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6129a_01,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129a"
row:prev,,ms0020_neg_6128_26.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6128_26,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6128"
row:prev,,ms0020_neg_6127_36.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6127_36,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6127"
row:prev,,ms0020_neg_6129a_11.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6129a_11,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129a"
row:prev,,ms0020_neg_6129a_12.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6129a_12,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129a"
row:prev,,ms0020_neg_6128_03.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6128_03,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6128"
row:prev,,ms0020_neg_6128_12.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6128_12,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6128"
row:prev,,ms0020_neg_6129a_32.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6129a_32,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129a"
row:prev,,ms0020_neg_6120_11.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6120_11,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6120"
row:prev,,ms0020_neg_6125_08.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6125_08,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6125"
row:prev,,ms0020_neg_6125_34.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6125_34,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6125"
row:prev,,ms0020_neg_6125_35.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6125_35,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6125"
row:prev,,ms0020_neg_6125_13.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6125_13,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6125"
row:prev,,ms0020_neg_6116_03.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6116_03,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6116"
row:prev,,ms0020_neg_6129a_20.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6129a_20,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129a"
row:prev,,ms0020_neg_6129a_33.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6129a_33,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6129a"
row:prev,,ms0020_neg_6128_36.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6128_36,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6128"
row:prev,,ms0020_neg_6114_29.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6114_29,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6114_31.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6114_31,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6114_33.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6114_33,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6114"
row:prev,,ms0020_neg_6115_04.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6115_04,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6115"
row:prev,,ms0020_neg_6115_21.tif,,Walnut Grove: Portrait of a Town: Untitled,,Unprinted/unpublished,,ms0020_neg_6115_21,,,,,,,,,,,,,,35 mm,,,,,"Box 464, Folder 6115"
