parent,extent,collection,collectionCallNumber,masterFilename,series,title,description,accessionNumber,creator,subjectName,subjectPlace,subjectTopic,dateCreated,physicalFormat,physicalDescription,boxFolder,donorProvenance,rightsStatement,rightsHolder,accessRights,publisher,publisherHomepage,resourceType
row:prev,,,,ms0020_neg_rmb-6711_24.tif,,Men engage in friendly exchange in front of bakery: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_24,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_25.tif,,Men engage in friendly exchange in front of bakery: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_25,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_23.tif,,Men engage in friendly exchange in front of bakery: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_23,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6701_16.tif,"Haight-Ashbury, 1967",Men in conversation sitting on sidewalk with copy of Avatar (newspaper): Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_16,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6701_15.tif,"Haight-Ashbury, 1967",Men in conversation sqautting on sidewalk: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6701_15,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6707_31.tif,"Haight-Ashbury, 1967",Men in conversation: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_31,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,8 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Men in lotus position with blond woman,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6711_05.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_05,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_11.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_11,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_06.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_06,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_10.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_10,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_07.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_07,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_09.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_09,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_08.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_08,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6711_04.tif,,Men in lotus position with blond woman: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_04,,,,,,,35 mm,Box 464,,,,,,,
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Men playing guitar and harmonica on sidewalk,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6703_09.tif,,Men playing guitar and harmonica on sidewalk: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_09,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_07.tif,,Men playing guitar and harmonica on sidewalk: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_07,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_08.tif,,Men playing guitar and harmonica on sidewalk: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6703_08,,,,,,,35 mm,Box 464,,,,,,,
,4 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Painting hand, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6705_15.tif,,"Painting hand, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6705_15,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6705_09.tif,,Painting hand: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6705_09,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6705_11.tif,,Painting hand: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6705_11,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6705_10.tif,,Painting hand: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6705_10,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Paisley,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6710_08.tif,,Paisley: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_08,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_09.tif,,Paisley: Untitled,Printed/published 2012,ms0020_neg_rmb-6710_09,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6708_35.tif,"Haight-Ashbury, 1967",Parking control officer: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6708_35,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Photographer and wife with kerchief, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6710_11.tif,,"Photographer and wife with kerchief, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6710_11,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_10.tif,,Photographer and wife with kerchief: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_10,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6710_12.tif,,Photographer and wife with kerchief: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6710_12,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Portrait of blond man,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6707_13.tif,,Portrait of blond man: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_13,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_12.tif,,Portrait of blond man: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_12,,,,,,,35 mm,Box 464,,,,,,,
,4 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Portrait of stoned gay man, Haight Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6707_04.tif,,"Portrait of stoned gay man, Haight Ashbury 1967",Printed/published,ms0020_neg_rmb-6707_04,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_02.tif,,Portrait of stoned gay man: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_02,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_01.tif,,Portrait of stoned gay man: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_01,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_03.tif,,Portrait of stoned gay man: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_03,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6703_06.tif,"Haight-Ashbury, 1967","Sandaled feet, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6703_06,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Selling paper flowers, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6704_24.tif,,"Selling paper flowers, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6704_24,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_25.tif,,Selling paper flowers: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_25,,,,,,,35 mm,Box 464,,,,,,,
,4 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Shakespeare couple, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6707_18.tif,,"Shakespeare couple, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6707_18,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_21.tif,,Shakespeare couple: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_21,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_19.tif,,Shakespeare couple: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_19,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6707_20.tif,,Shakespeare couple: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6707_20,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6711_28.tif,"Haight-Ashbury, 1967",Shirtless man in conversation with woman sitting on car: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6711_28,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967",Shop window,,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6708_08.tif,,Shop window: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6708_08,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6708_09.tif,,Shop window: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6708_09,,,,,,,35 mm,Box 464,,,,,,,
,1 image,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,ms0020_neg_rmb-6706_30.tif,"Haight-Ashbury, 1967",Smiling man in conversation with woman in beaded dress: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6706_30,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,35 mm,Box 464,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
,5 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","The ""philosopher"", Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6703_28.tif,,"The ""philosopher"", Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6703_28,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_30.tif,,"The ""philosopher"": Untitled",Unprinted/unpublished,ms0020_neg_rmb-6703_30,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_31.tif,,"The ""philosopher"": Untitled",Unprinted/unpublished,ms0020_neg_rmb-6703_31,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_27.tif,,"The ""philosopher"": Untitled",Unprinted/unpublished,ms0020_neg_rmb-6703_27,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6703_29.tif,,"The ""philosopher"": Untitled",Unprinted/unpublished,ms0020_neg_rmb-6703_29,,,,,,,35 mm,Box 464,,,,,,,
,3 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Three sitting on doorstep, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6704_06.tif,,"Three sitting on doorstep, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6704_06,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_05.tif,,Three sitting on doorstep: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_05,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_04.tif,,Three sitting on doorstep: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_04,,,,,,,35 mm,Box 464,,,,,,,
,2 images,Ruth-Marion Baruch and Pirkle Jones Photographs,MS 20,,"Haight-Ashbury, 1967","Two men fixing peanut butter sandwiches on sidewalk, Haight-Ashbury 1967",,,http://id.loc.gov/authorities/names/n2002034393,,http://www.geonames.org/5354895,http://id.loc.gov/authorities/subjects/sh85060979;http://id.loc.gov/authorities/subjects/sh00002005,1967,http://vocab.getty.edu/aat/300128343,,,The Pirkle Jones Fund of the Marin Community Foundation,Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the cop,http://digitalcollections.library.ucsc.edu/authorities/show/local/ucsc_agents/uc_board_of_regents,Public,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",http://library.ucsc.edu/speccoll/,http://purl.org/dc/dcmitype/Image
row:prev,,,,ms0020_neg_rmb-6704_13.tif,,"Two men fixing peanut butter sandwiches on sidewalk, Haight-Ashbury 1967",Printed/published,ms0020_neg_rmb-6704_13,,,,,,,35 mm,Box 464,,,,,,,
row:prev,,,,ms0020_neg_rmb-6704_14.tif,,Two men fixing peanut butter sandwiches on sidewalk: Untitled,Unprinted/unpublished,ms0020_neg_rmb-6704_14,,,,,,,35 mm,Box 464,,,,,,,
