workType,filename,parent,extent,collectionCallNumber,title,description,descriptionAddress,creator,contributor,dateCreatedDisplay,dateCreated,subjectTopic,subjectPlace,subjectName,language,resourceType,physicalFormat,physicalDescription,donorProvenance,masterFilename,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,relatedResource,accessionNumber,itemCallNumber,boxFolder
work,ms0039_m25_08.tif,row:39,,,Pacific Garden Mall: view from Soquel Avenue toward Cathcart Street,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m25_08.tif,,,,,,,,MS39.M25.08,35mm slide call no.: P750A S034 B P117 CF,
work,ms0039_m25_09.tif,row:39,,,Pacific Garden Mall: view from Soquel Avenue toward Walnut Avenue,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m25_09.tif,,,,,,,,MS39.M25.09,35mm slide call no.: P750A S034 B P117 CG,
work,ms0039_m25_10.tif,row:39,,,Pacific Garden Mall: central structures and Cooper House,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Cooper Street\; 110 Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m25_10.tif,,,,,,,,MS39.M25.10,35mm slide call no.: P750A S034 B P117 CK,
work,ms0039_m26_01.tif,row:39,,,Pacific Garden Mall: sidewalk view between Walnut and Church Streets,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1972,1972,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m26_01.tif,,,,,,,,MS39.M26.01,35mm slide call no.: P750A S034 B P117 EF,
work,ms0039_m26_03.tif,row:39,,,"Pacific Garden Mall: view between Soquel and Cathcart Streets, showing sidewalk plantings","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Cathcart Street and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m26_03.tif,,,,,,,,MS39.M26.03,35mm slide call no.: P750A S034 B P117 CT,
work,ms0039_m27_01.tif,row:39,,,Pacific Garden Mall: view from Water Street toward Cooper Street,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Water Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m27_01.tif,,,,,,,,MS39.M27.01,35mm slide call no.: P750A S034 B P117 CD,
work,ms0039_m27_05.tif,row:39,,,"Pacific Garden Mall: detail, brick wall with letters ""Pacific Garden Mall""","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m27_05.tif,,,,,,,,MS39.M27.05,35mm slide call no.: P750A S034 B P117 IB,
work,ms0039_m28_01.tif,row:39,,,"Trust Building (demolished after the 1989 earthquake), Pacific and Soquel Avenues: exterior","The building, designed by architect Edward Van Cleeck, was built ca. 1910.",Pacific Avenue and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Van Cleeck, Edward L.",1973,1973,info:lc/authorities/subjects/sh85028921; http://vocab.getty.edu/aat/300018146; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m28_01.tif,,,,,,,,MS39.M28.01,35mm slide call no.: P750A S034 CBT873 AD,
work,ms0039_m28_02.tif,row:39,,,"Hihn Building, 1201 Pacific Avenue: exterior","The building, designed by architect Edward Van Cleeck, was built in 1894.",1201 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Van Cleeck, Edward L.",1973,1973,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300018222; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85094201; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m28_02.tif,,,,,,,,MS39.M28.02,35mm slide call no.: N750A S034 COH638 AC,
work,ms0039_m28_03.tif,row:39,,,Pacific Garden Mall: sidewalk view between Lincoln and Walnut Streets,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Lincoln Street and Walnut Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1972,1972,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m28_03.tif,,,,,,,,MS39.M28.03,35mm slide call no.: P750A S034 B P117 ED,
work,ms0039_m28_04.tif,row:39,,,"Pacific Garden Mall: view between Walnut and Church Streets, with Judie's and Conrad's Bakery","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1972,1972,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m28_04.tif,,,,,,,,MS39.M28.04,35mm slide call no.: P750A S034 B P117 EJ,
work,ms0039_m28_09.tif,row:39,,,"Pacific Garden Mall: view between Cooper Street and Soquel Avenue, with facades of Yellow Bird and Palace Stationery","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Cooper Street and Soquel Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1973,1973,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m28_09.tif,,,,,,,,MS39.M28.09,35mm slide call no.: P750A S034 B P117 FE,
work,ms0039_m29_06.tif,row:39,,,"Pacific Garden Mall: view between Church and Walnut Streets, during special event auto show","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m29_06.tif,,,,,,,,MS39.M29.06,35mm slide call no.: P750A S034 B P117 CS,
work,ms0039_m29_07.tif,row:39,,,"Hotel Palomar, 1344 Pacific Avenue: exterior, during an auto show","The hotel, designed by architect William Weeks, was built 1928-1929.",1344 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Weeks, William Henry",1970,1970,info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m29_07.tif,,,,,,,,MS39.M29.07,35mm slide call no.: P750A S034 LNH835 AD,
work,ms0039_m29_09.tif,row:39,,,Pacific Garden Mall: view between Church Street and Walnut Avenue,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m29_09.tif,,,,,,,,MS39.M29.09,35mm slide call no.: P750A S034 B P117 CL,
work,ms0039_m30_03.tif,row:39,,,Pacific Garden Mall: construction view,"Darrow, Kermit L., architect",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.",1969,1969,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; Construction views; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m30_03.tif,,,,,,,,MS39.M30.03,35mm slide call no.: P750A S034 B P117 TD,
work,ms0039_m30_04.tif,row:39,,,"Pacific Garden Mall: construction view, with sign","Darrow, Kermit L., architect",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.",1969,1969,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; Construction views; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m30_04.tif,,,,,,,,MS39.M30.04,35mm slide call no.: P750A S034 B P117 TC,
work,ms0039_m30_05.tif,row:39,,,"Williamson and Garrett Building (later Bookshop Santa Cruz), 1547 Pacific Avenue (demolished after 1989 earthquake): exterior during mall construction",The building was built in 1899.,1547 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1969,1969,info:lc/authorities/subjects/sh85128377; http://vocab.getty.edu/aat/300018207; info:lc/authorities/subjects/sh85028921; Construction views; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m30_05.tif,,,,,,,,MS39.M30.05,35mm slide call no.: N750A S034 CFW729 AT,
work,ms0039_m31_04.tif,row:39,,,Pacific Garden Mall: dedication ceremony in November 1969,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1969,1969,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85114211; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m31_04.tif,,,,,,,,MS39.M31.04,35mm slide call no.: P750A S034 B P117 TN,
work,ms0039_m31_07.tif,row:39,,,Pacific Garden Mall: dedication ceremony in November 1969,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1969,1969,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85114211; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m31_07.tif,,,,,,,,MS39.M31.07,35mm slide call no.: P750A S034 B P117 TO,
work,ms0039_m32_06.tif,row:39,,,"Pacific Garden Mall: view at Walnut Street corner, with sidewalk sale at Plaza Books and Stuff","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Walnut Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1971,1971,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m32_06.tif,,,,,,,,MS39.M32.06,35mm slide call no.: P750A S034 B P117 DK,
work,ms0039_m33_02.tif,row:39,,,Pacific Garden Mall: view from Cooper Street toward Water Street,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Cooper Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m33_02.tif,,,,,,,,MS39.M33.02,35mm slide call no.: P750A S034 B P117 CI,
work,ms0039_m33_09.tif,row:39,,,"Pacific Garden Mall: view between Walnut and Church Streets, showing store signs","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Walnut Avenue and Church Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1970,1970,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m33_09.tif,,,,,,,,MS39.M33.09,35mm slide call no.: P750A S034 B P117 CU,
work,ms0039_m34_01.tif,row:39,,,"Pacific Garden Mall: view at Cathcart Street, with the facade of J. C. Penney Co.","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue and Cathcart Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1973,1973,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m34_01.tif,,,,,,,,MS39.M34.01,35mm slide call no.: P750A S034 B P117 FF,
work,ms0039_m34_04.tif,row:39,,,"Saint George Hotel, 1520 Pacific Avenue (demolished after 1989 earthquake): exterior","The hotel was built ca. 1894, remodeled ca. 1912.",1520 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1971,1971,info:lc/authorities/subjects/sh85062487; http://vocab.getty.edu/aat/300107033; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m34_04.tif,,,,,,,,MS39.M34.04,35mm slide call no.: N750A S034 LNS059 AH,
work,ms0039_m34_06.tif,row:39,,,Pacific Garden Mall: construction view during street paving,"The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1969,1969,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; Construction views; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m34_06.tif,,,,,,,,MS39.M34.06,35mm slide call no.: P750A S034 B P117 TG,
work,ms0039_m34_10.tif,row:39,,,"Hotel Alexander, 1415 Pacific Avenue, with Melvin's Drugs below: exterior","The building, designed by architect John B. Perry, was built in 1868, and remodeled ca. 1910.",1415 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Perry, John B.",1973,1973,info:lc/authorities/subjects/sh85062487; http://vocab.getty.edu/aat/300111002; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m34_10.tif,,,,,,,,MS39.M34.10,35mm slide call no.: N750A S034 LNH832 AB,
work,ms0039_m48_01.tif,row:39,,,"Pacific Garden Mall: view from above, from above, possibly atop the St. George Hotel, between Locust Street and Mission Street","The Pacific Garden Mall, designed by architect Kermit Darrow, and landscape architect, Roy Rydell, was opened in November 1969.",Pacific Avenue between Locust Street and Mission Street,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003","Darrow, Kermit L.; Rydell, Roy",1972,1972,info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85141324; info:lc/authorities/subjects/sh85121784; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_m48_01.tif,,,,,,,,MS39.M48.01,35mm slide call no.: P750A S034 B P117 EB,
work,ms0039_s10_03.tif,row:39,,,"Saint George Hotel, 1520 Pacific Avenue (demolished after 1989 earthquake): exterior (1971 photo)","The hotel was built ca. 1894, remodeled ca. 1912.",1520 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1971,1971,info:lc/authorities/subjects/sh85062487; http://vocab.getty.edu/aat/300107033; info:lc/authorities/subjects/sh85128377; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_03.tif,,,,,,,,MS39.S10.03,35mm slide call no.: N750A S034 LNS059 AB,
work,ms0039_s10_04.tif,row:39,,,"Santa Cruz County National Bank, 1502 Pacific Avenue (only facade retained after 1989 earthquake): exterior","The bank was built in 1894, remodeled in 1910.",1502 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1971,1971,info:lc/authorities/subjects/sh85011556; http://vocab.getty.edu/aat/300021464; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_04.tif,,,,,,,,MS39.S10.04,35mm slide call no.: N750A S034 CBS034 BB,
work,ms0039_s10_05.tif,row:39,,,"Santa Cruz County National Bank, 1502 Pacific Avenue (only facade retained after 1989 earthquake): exterior","The bank was built in 1894, remodeled in 1910.",1502 Pacific Avenue,"Abbott, Chuck (Charles H.), 1892-1973; Abbott, Esther Henderson, 1911-2003",,1971,1971,info:lc/authorities/subjects/sh85011556; http://vocab.getty.edu/aat/300021464; info:lc/authorities/subjects/sh85028921; info:lc/authorities/subjects/sh85026142; info:lc/authorities/subjects/sh85006611,http://www.geonames.org/11903505/pacific-garden-mall-historical.html; http://www.geonames.org/5393052,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300127478,2 1/2 x 2 1/2 in.,,ms0039_s10_05.tif,,,,,,,,MS39.S10.05,35mm slide call no.: N750A S034 CBS034 AB,
